卖方客户,品种,货物编号,货物数量（张）,仓库,品牌,产地,年度,等级,类别
999900001007,CF,CF2020011105837,6,330,,非新疆,1920,2229B,S2U3P3
999900001007,CF,CF2020011102355,4,305,,新疆,2020,3131A,S4U3P1
999900001007,CF,CF2020011109081,4,323,,新疆,2020,3127B,S3U2P1
999900001007,CF,CF2020011103724,4,320,,新疆,2020,3128C,S3U4P2
999900001007,CF,CF2020011103829,5,330,,非新疆,1920,3127A,S4U3P1
999900001007,CF,CF2020011107001,7,310,,新疆,1920,1129C,S4U3P3
999900001008,CF,CF2020011108896,8,314,,非新疆,1920,1229C,S3U3P2
999900001008,CF,CF2020011104168,5,331,,新疆,2020,4131B,S3U3P2
999900001008,CF,CF2020011103090,3,332,,非新疆,1920,4131B,S1U2P2
999900001009,CF,CF2020011107669,7,301,,新疆,1920,1128A,S3U2P3
999900001009,CF,CF2020011106552,3,302,,新疆,2020,2129C,S2U2P1
999900001009,CF,CF2020011105873,6,329,,非新疆,2020,2229B,S2U3P1
999900001009,CF,CF2020011102301,6,322,,非新疆,2020,4128C,S1U3P2
999900001010,CF,CF2020011100186,6,302,,新疆,1920,1130C,S3U3P2
999900001011,CF,CF2020011104547,5,322,,新疆,1920,2229C,S1U2P3
999900001011,CF,CF2020011109236,4,331,,新疆,2020,1228C,S3U2P2
999900001012,CF,CF2020011104595,6,306,,非新疆,1920,4127B,S2U4P2
999900001012,CF,CF2020011101001,8,327,,新疆,1920,1230A,S3U2P1
999900001012,CF,CF2020011107957,5,306,,非新疆,1920,2229B,S2U2P3
999900001012,CF,CF2020011108312,1,320,,新疆,1920,1128A,S2U2P1
999900001012,CF,CF2020011104592,2,322,,非新疆,1920,1227C,S3U2P1
999900001013,CF,CF2020011109403,5,333,,新疆,1920,4128A,S1U2P2
999900001013,CF,CF2020011102121,1,328,,新疆,1920,2228A,S2U2P2
999900001013,CF,CF2020011101833,7,335,,新疆,1920,3128C,S3U2P1
999900001013,CF,CF2020011106367,3,332,,新疆,1920,2130C,S3U2P1
999900001014,CF,CF2020011103697,1,325,,新疆,2020,4132B,S4U3P2
999900001014,CF,CF2020011101971,1,305,,新疆,1920,1227A,S2U2P3
999900001014,CF,CF2020011106664,6,304,,新疆,2020,4132B,S3U2P1
999900001015,CF,CF2020011106150,7,333,,非新疆,1920,2228B,S1U2P2
999900001015,CF,CF2020011102074,7,302,,新疆,2020,2128B,S3U3P2
999900001015,CF,CF2020011104145,9,304,,新疆,2020,4129B,S4U2P2
999900001015,CF,CF2020011107832,8,326,,非新疆,1920,2228C,S3U2P1
999900001015,CF,CF2020011108164,6,306,,新疆,1920,3132B,S4U2P2
999900001015,CF,CF2020011106394,6,329,,新疆,1920,3130C,S3U2P1
999900001015,CF,CF2020011103908,1,304,,新疆,1920,3130B,S4U3P3
999900001015,CF,CF2020011103209,2,306,,非新疆,2020,2129B,S2U4P2
999900001015,CF,CF2020011102453,3,334,,新疆,1920,1130B,S2U3P1
999900001016,CF,CF2020011100160,8,301,,非新疆,2020,2229A,S1U2P3
999900001017,CF,CF2020011107323,1,319,,新疆,1920,2128B,S2U2P1
999900001017,CF,CF2020011103875,8,330,,新疆,2020,4130B,S1U2P2
999900001017,CF,CF2020011101533,5,328,,非新疆,2020,4131A,S4U3P1
999900001017,CF,CF2020011100134,8,308,,新疆,1920,2229A,S4U3P1
999900001018,CF,CF2020011109799,5,302,,新疆,2020,4132A,S2U3P3
999900001018,CF,CF2020011100792,5,327,,非新疆,2020,1227B,S3U3P3
999900001018,CF,CF2020011100459,6,326,,非新疆,2020,1128C,S3U3P3
999900001019,CF,CF2020011100116,2,330,,非新疆,1920,3129B,S2U3P1
999900001019,CF,CF2020011101559,7,333,,非新疆,2020,3127B,S2U2P1
999900001019,CF,CF2020011101288,4,320,,新疆,2020,2129A,S1U2P2
999900001020,CF,CF2020011103727,6,335,,新疆,1920,4130B,S1U3P3
999900001020,CF,CF2020011106217,4,325,,非新疆,1920,2131A,S3U2P3
999900001020,CF,CF2020011106794,1,329,,新疆,2020,4130B,S2U2P1
999900001020,CF,CF2020011109940,6,335,,新疆,1920,2127A,S1U2P2
999900001020,CF,CF2020011104517,6,313,,新疆,1920,2130C,S1U2P3
999900001020,CF,CF2020011103601,4,320,,非新疆,1920,1228B,S3U2P1
999900001020,CF,CF2020011109935,8,332,,非新疆,1920,3130B,S1U3P3
999900001020,CF,CF2020011109401,2,307,,新疆,2020,1128C,S2U4P2
999900001021,CF,CF2020011106552,6,302,,新疆,2020,2129C,S2U2P1
999900001021,CF,CF2020011109973,2,335,,新疆,2020,4128B,S3U3P1
999900001021,CF,CF2020011101470,8,309,,新疆,2020,2127B,S2U3P1
999900001021,CF,CF2020011102864,9,323,,非新疆,1920,4127B,S3U3P1
999900001021,CF,CF2020011109800,2,323,,新疆,2020,1128C,S2U4P2
999900001021,CF,CF2020011106328,7,320,,新疆,1920,1128B,S3U4P2
999900001021,CF,CF2020011106396,7,303,,新疆,2020,2131B,S4U3P1
999900001021,CF,CF2020011100694,3,325,,非新疆,1920,4129C,S3U2P3
999900001022,CF,CF2020011108030,8,303,,新疆,1920,2128B,S1U2P2
999900001023,CF,CF2020011101615,5,313,,新疆,2020,2131B,S1U3P3
999900001023,CF,CF2020011108358,1,329,,新疆,1920,1130A,S1U3P3
999900001023,CF,CF2020011102584,6,304,,非新疆,1920,3128A,S4U3P2
999900001023,CF,CF2020011101798,2,303,,新疆,1920,3128A,S2U4P2
999900001024,CF,CF2020011101042,2,327,,新疆,1920,1129C,S3U4P2
999900001024,CF,CF2020011107531,5,304,,新疆,1920,1130A,S4U4P2
999900001024,CF,CF2020011107691,6,317,,非新疆,1920,4131B,S3U2P2
999900001024,CF,CF2020011105464,6,310,,非新疆,2020,2129C,S1U2P3
999900001024,CF,CF2020011107792,7,326,,新疆,2020,2127B,S2U3P1
999900001024,CF,CF2020011106667,1,319,,新疆,1920,4131A,S4U3P1
999900001024,CF,CF2020011103585,6,311,,非新疆,2020,2131A,S3U4P2
999900001024,CF,CF2020011106322,3,307,,新疆,1920,4129C,S1U2P3
999900001025,CF,CF2020011106853,8,331,,新疆,2020,4128B,S4U2P2
999900001025,CF,CF2020011103259,7,303,,新疆,1920,2127A,S3U3P1
999900001025,CF,CF2020011105456,1,329,,非新疆,1920,3131B,S4U4P2
999900001025,CF,CF2020011100771,6,308,,新疆,1920,2131A,S2U2P2
999900001025,CF,CF2020011109968,9,333,,新疆,1920,4129C,S2U4P2
999900001025,CF,CF2020011109900,3,324,,新疆,1920,1129A,S2U4P2
999900001025,CF,CF2020011100334,8,302,,非新疆,2020,3128B,S2U2P2
999900001025,CF,CF2020011103929,6,313,,新疆,2020,1130B,S3U3P1
999900001026,CF,CF2020011109416,9,301,,新疆,1920,2129A,S3U2P2
999900001027,CF,CF2020011100192,2,311,,新疆,1920,1130B,S2U2P2
999900001027,CF,CF2020011101648,9,335,,非新疆,1920,2128B,S3U2P2
999900001027,CF,CF2020011106899,4,301,,非新疆,2020,3130C,S1U3P3
999900001027,CF,CF2020011102881,5,334,,非新疆,2020,4129A,S2U3P1
999900001027,CF,CF2020011106038,9,333,,新疆,2020,3128B,S4U3P2
999900001027,CF,CF2020011102146,9,303,,新疆,1920,1130B,S2U3P2
999900001027,CF,CF2020011104522,6,311,,新疆,2020,3128B,S3U2P3
999900001028,CF,CF2020011102865,2,335,,新疆,1920,3127B,S2U2P2
999900001028,CF,CF2020011107459,7,313,,新疆,1920,3130C,S2U2P3
999900001028,CF,CF2020011100577,4,306,,非新疆,2020,1228B,S2U3P2
999900001028,CF,CF2020011109908,5,303,,非新疆,1920,4127B,S2U2P1
999900001029,CF,CF2020011108478,4,332,,新疆,1920,2128C,S2U2P3
999900001029,CF,CF2020011101761,9,304,,非新疆,1920,4128B,S1U2P2
999900001029,CF,CF2020011104772,6,309,,非新疆,2020,2229B,S2U4P2
999900001029,CF,CF2020011100990,8,302,,非新疆,1920,1227B,S2U2P2
999900001030,CF,CF2020011109752,2,309,,非新疆,1920,3127A,S2U3P2
999900001030,CF,CF2020011100237,3,335,,新疆,2020,2230B,S2U3P1
999900001030,CF,CF2020011105292,7,327,,新疆,2020,4127B,S4U2P2
999900001030,CF,CF2020011100470,5,308,,非新疆,1920,1127C,S2U4P2
999900001030,CF,CF2020011108464,5,333,,新疆,2020,1129A,S3U3P2
999900001030,CF,CF2020011102976,8,326,,新疆,1920,3129B,S3U3P1
999900001030,CF,CF2020011102157,3,328,,非新疆,2020,2228A,S4U3P1
999900001030,CF,CF2020011101559,6,333,,非新疆,2020,3127B,S2U2P1
999900001030,CF,CF2020011109586,7,314,,新疆,2020,1227B,S2U3P2
999900001031,CF,CF2020011102221,1,309,,新疆,1920,1127B,S3U2P1
999900001031,CF,CF2020011104328,7,332,,新疆,2020,4131B,S4U4P2
999900001031,CF,CF2020011102773,2,310,,非新疆,1920,2230B,S2U3P2
999900001031,CF,CF2020011105868,9,323,,非新疆,2020,1230A,S3U2P3
999900001031,CF,CF2020011100068,4,329,,新疆,2020,1229C,S4U4P2
999900001031,CF,CF2020011105739,7,313,,新疆,2020,1128B,S3U3P3
999900001031,CF,CF2020011107911,6,328,,新疆,2020,1230B,S2U2P1
999900001031,CF,CF2020011100041,9,304,,新疆,2020,4128A,S4U2P2
999900001032,CF,CF2020011101891,5,304,,新疆,2020,1228B,S3U3P2
999900001032,CF,CF2020011100918,6,335,,非新疆,2020,3130A,S3U3P3
999900001032,CF,CF2020011102426,9,328,,新疆,1920,2129A,S1U3P3
999900001032,CF,CF2020011107212,3,303,,非新疆,2020,2229A,S4U3P1
999900001033,CF,CF2020011109018,3,334,,新疆,2020,4128A,S2U2P3
999900001033,CF,CF2020011107669,2,301,,新疆,1920,1128A,S3U2P3
999900001033,CF,CF2020011103155,4,331,,非新疆,1920,4128C,S4U3P1
999900001033,CF,CF2020011109383,7,305,,新疆,1920,1228C,S2U2P2
999900001033,CF,CF2020011109757,5,302,,非新疆,1920,3129A,S2U2P1
999900001033,CF,CF2020011103241,3,309,,新疆,2020,3127A,S2U3P3
999900001033,CF,CF2020011105808,9,317,,非新疆,1920,4132A,S2U2P1
999900001033,CF,CF2020011103235,4,319,,非新疆,2020,1228A,S1U2P2
999900001034,CF,CF2020011102057,2,330,,新疆,2020,3128C,S2U3P3
999900001034,CF,CF2020011108388,4,328,,非新疆,2020,4131B,S3U3P3
999900001034,CF,CF2020011104529,3,311,,新疆,1920,1130B,S1U2P2
999900001034,CF,CF2020011101318,2,302,,非新疆,2020,2228B,S2U2P3
999900001034,CF,CF2020011102167,3,323,,非新疆,1920,2128B,S2U4P2
999900001034,CF,CF2020011107312,9,331,,非新疆,2020,1128C,S4U3P2
999900001034,CF,CF2020011105896,2,325,,非新疆,2020,2228B,S3U3P3
999900001035,CF,CF2020011104229,8,324,,非新疆,1920,1130B,S3U2P2
999900001035,CF,CF2020011105979,5,309,,新疆,1920,2128B,S1U2P2
999900001035,CF,CF2020011109405,2,308,,新疆,2020,3127C,S3U4P2
999900001035,CF,CF2020011106375,2,303,,新疆,1920,2130C,S2U3P3
999900001035,CF,CF2020011103349,8,331,,非新疆,1920,2227A,S3U2P1
999900001035,CF,CF2020011100186,7,302,,新疆,1920,1130C,S3U3P2
999900001035,CF,CF2020011104239,6,306,,新疆,1920,1229A,S4U3P3
999900001036,CF,CF2020011107491,4,328,,新疆,2020,2127C,S1U2P2
999900001036,CF,CF2020011106995,1,330,,非新疆,2020,1129B,S2U2P1
999900001036,CF,CF2020011104577,1,333,,非新疆,1920,4132B,S3U3P1
999900001036,CF,CF2020011106072,4,307,,非新疆,1920,4129C,S3U3P2
999900001036,CF,CF2020011102077,4,313,,非新疆,2020,4131B,S4U3P3
999900001036,CF,CF2020011106434,9,333,,非新疆,2020,1129B,S1U3P3
999900001036,CF,CF2020011103993,4,308,,新疆,2020,4128B,S2U2P3
999900001037,CF,CF2020011108278,3,335,,新疆,1920,1128C,S4U3P3
999900001037,CF,CF2020011102218,7,302,,新疆,1920,1127B,S2U3P3
999900001037,CF,CF2020011105546,7,320,,新疆,2020,2129A,S2U2P2
999900001037,CF,CF2020011100586,9,310,,非新疆,2020,4129B,S1U2P2
999900001037,CF,CF2020011104369,4,319,,非新疆,1920,3128B,S4U3P2
999900001037,CF,CF2020011101666,1,305,,非新疆,2020,2229A,S2U2P1
999900001037,CF,CF2020011105906,3,301,,非新疆,2020,1228A,S1U3P3
999900001038,CF,CF2020011109004,4,328,,新疆,2020,1130A,S2U4P2
999900001039,CF,CF2020011105718,4,334,,新疆,2020,1127B,S2U3P3
999900001039,CF,CF2020011102014,4,333,,非新疆,1920,3130B,S4U4P2
999900001039,CF,CF2020011101639,5,320,,非新疆,2020,1229A,S2U4P2
999900001039,CF,CF2020011100606,1,324,,非新疆,2020,1229B,S4U3P2
999900001039,CF,CF2020011100873,5,317,,新疆,1920,4127B,S4U3P1
999900001039,CF,CF2020011108762,2,323,,新疆,1920,2128C,S3U3P2
999900001040,CF,CF2020011104949,6,335,,新疆,1920,2227A,S3U4P2
999900001040,CF,CF2020011109287,7,320,,非新疆,2020,1228C,S2U2P1
999900001040,CF,CF2020011105193,7,317,,非新疆,1920,1129B,S2U3P3
999900001040,CF,CF2020011107672,8,305,,新疆,1920,1129A,S3U3P2
999900001040,CF,CF2020011109476,8,317,,新疆,2020,4128C,S2U2P3
999900001040,CF,CF2020011102477,7,320,,新疆,2020,2129C,S2U3P3
999900001041,CF,CF2020011104939,7,305,,新疆,1920,3129B,S4U3P2
999900001041,CF,CF2020011103323,6,331,,非新疆,2020,1229C,S3U2P3
999900001041,CF,CF2020011104464,1,326,,新疆,2020,3127C,S2U3P1
999900001041,CF,CF2020011103311,5,310,,新疆,2020,2230B,S3U2P1
999900001041,CF,CF2020011106087,5,326,,非新疆,1920,1227A,S3U2P2
999900001041,CF,CF2020011107427,5,335,,非新疆,2020,3129A,S3U3P1
999900001041,CF,CF2020011104686,6,322,,非新疆,2020,2128A,S2U2P2
999900001041,CF,CF2020011103817,7,326,,新疆,2020,3130B,S1U3P3
999900001042,CF,CF2020011104420,6,329,,新疆,1920,1227B,S4U3P3
999900001042,CF,CF2020011109671,5,322,,新疆,1920,4128B,S2U2P2
999900001043,CF,CF2020011101559,1,333,,非新疆,2020,3127B,S2U2P1
999900001043,CF,CF2020011102020,8,309,,新疆,1920,2229B,S4U3P3
999900001043,CF,CF2020011109235,5,314,,新疆,2020,2228B,S4U3P3
999900001043,CF,CF2020011108028,7,319,,非新疆,1920,3132B,S1U2P2
999900001043,CF,CF2020011108112,1,333,,非新疆,1920,2131B,S3U2P3
999900001043,CF,CF2020011105842,2,333,,新疆,1920,4130C,S3U3P3
999900001043,CF,CF2020011105656,1,326,,新疆,2020,2129B,S3U3P2
999900001043,CF,CF2020011103781,8,304,,非新疆,2020,4129B,S1U2P3
999900001044,CF,CF2020011101263,4,331,,非新疆,2020,1131B,S2U3P3
999900001044,CF,CF2020011100086,5,308,,新疆,2020,4130A,S3U2P2
999900001045,CF,CF2020011102318,6,331,,新疆,2020,3130A,S4U4P2
999900001045,CF,CF2020011103038,4,311,,新疆,1920,1131B,S4U3P1
999900001045,CF,CF2020011101687,5,304,,新疆,1920,4131A,S2U3P3
999900001045,CF,CF2020011108422,5,307,,新疆,1920,2228A,S4U3P1
999900001045,CF,CF2020011109289,8,304,,新疆,1920,4128A,S3U2P2
999900001045,CF,CF2020011103099,7,327,,新疆,1920,4132B,S3U2P1
999900001046,CF,CF2020011106460,4,326,,非新疆,1920,1130B,S4U4P2
999900001046,CF,CF2020011101083,4,314,,非新疆,1920,1229B,S4U3P1
999900001046,CF,CF2020011100760,9,317,,非新疆,1920,4128C,S2U2P3
999900001047,CF,CF2020011109629,5,317,,非新疆,1920,2227A,S3U3P3
999900001047,CF,CF2020011102068,3,302,,新疆,1920,2227A,S1U3P2
999900001047,CF,CF2020011104732,5,322,,非新疆,1920,1228C,S2U3P1
999900001047,CF,CF2020011100846,6,334,,新疆,2020,2131B,S2U3P3
999900001047,CF,CF2020011102511,1,310,,新疆,1920,1128B,S3U2P2
999900001047,CF,CF2020011106644,8,334,,非新疆,2020,4132B,S2U2P3
999900001048,CF,CF2020011100645,5,327,,新疆,1920,1128C,S4U3P2
999900001048,CF,CF2020011109291,4,302,,非新疆,2020,1131B,S1U2P3
999900001048,CF,CF2020011106488,1,326,,新疆,1920,1228B,S4U2P2
999900001048,CF,CF2020011102211,4,313,,新疆,1920,4128B,S3U3P2
999900001048,CF,CF2020011100113,4,301,,非新疆,2020,1229A,S2U3P2
999900001048,CF,CF2020011103043,9,334,,非新疆,2020,1229B,S3U2P1
999900001048,CF,CF2020011103642,4,330,,新疆,1920,2228C,S4U3P3
999900001048,CF,CF2020011105966,4,308,,新疆,1920,1131B,S4U3P2
999900001048,CF,CF2020011107288,2,330,,非新疆,2020,1128C,S2U2P3
999900001049,CF,CF2020011105062,7,331,,非新疆,2020,4129A,S4U4P2
999900001049,CF,CF2020011105612,6,322,,非新疆,1920,4129A,S3U3P1
999900001049,CF,CF2020011105139,9,307,,新疆,2020,3127C,S1U3P2
999900001049,CF,CF2020011108513,1,317,,非新疆,2020,2128A,S3U3P2
999900001049,CF,CF2020011108801,2,305,,非新疆,1920,3130B,S2U2P2
999900001050,CF,CF2020011100038,2,330,,新疆,1920,2230B,S4U2P2
999900001050,CF,CF2020011101091,5,308,,新疆,1920,2128C,S3U3P2
999900001050,CF,CF2020011108306,3,330,,非新疆,1920,2127B,S4U3P1
999900001050,CF,CF2020011108725,2,334,,非新疆,2020,2229B,S4U3P3
999900001050,CF,CF2020011107944,3,310,,非新疆,1920,2130A,S1U2P2
999900001051,CF,CF2020011108372,8,334,,新疆,2020,4132A,S3U3P1
999900001051,CF,CF2020011104076,6,327,,新疆,1920,2128A,S3U2P1
999900001051,CF,CF2020011105843,8,308,,新疆,1920,2127A,S3U2P3
999900001051,CF,CF2020011107883,7,314,,非新疆,2020,2129A,S4U4P2
999900001051,CF,CF2020011102967,2,311,,新疆,1920,3128A,S1U3P2
999900001051,CF,CF2020011102927,2,325,,新疆,2020,1229A,S1U2P2
999900001051,CF,CF2020011109179,7,323,,新疆,1920,4128B,S1U2P2
999900001051,CF,CF2020011105226,7,330,,非新疆,2020,2131B,S3U3P1
999900001051,CF,CF2020011108939,5,331,,新疆,1920,1228B,S2U2P1
999900001052,CF,CF2020011100873,6,317,,新疆,1920,4127B,S4U3P1
999900001052,CF,CF2020011100348,1,305,,新疆,1920,1227C,S2U3P3
999900001052,CF,CF2020011102506,8,322,,非新疆,2020,2127C,S1U2P2
999900001052,CF,CF2020011107548,8,320,,非新疆,2020,1227B,S1U3P2
999900001053,CF,CF2020011109679,9,306,,非新疆,2020,4128C,S1U2P3
999900001053,CF,CF2020011103672,8,325,,新疆,1920,3130C,S1U2P2
999900001053,CF,CF2020011103285,3,314,,非新疆,2020,1127C,S1U2P2
999900001053,CF,CF2020011103869,3,305,,新疆,2020,4127B,S2U4P2
999900001053,CF,CF2020011102335,2,307,,非新疆,1920,3129A,S2U4P2
999900001053,CF,CF2020011100652,4,313,,非新疆,1920,2227A,S3U3P2
999900001053,CF,CF2020011104704,1,329,,新疆,2020,1230B,S4U4P2
999900001054,CF,CF2020011109990,2,308,,新疆,2020,1130B,S3U4P2
999900001055,CF,CF2020011101901,2,325,,非新疆,1920,3132B,S3U2P3
999900001055,CF,CF2020011108783,7,330,,非新疆,1920,1227B,S2U3P1
999900001055,CF,CF2020011103905,7,327,,新疆,1920,2128B,S3U3P2
999900001055,CF,CF2020011101238,7,322,,新疆,1920,3131A,S2U4P2
999900001055,CF,CF2020011105579,1,310,,非新疆,2020,1129C,S3U2P3
999900001056,CF,CF2020011108403,6,331,,新疆,1920,4132A,S4U4P2
999900001056,CF,CF2020011104380,9,308,,非新疆,2020,4130B,S3U2P2
999900001057,CF,CF2020011102991,7,309,,非新疆,2020,2228A,S1U3P3
999900001057,CF,CF2020011108239,6,303,,非新疆,1920,3129A,S3U2P1
999900001057,CF,CF2020011100549,1,335,,非新疆,2020,2229C,S1U3P2
999900001057,CF,CF2020011105174,3,304,,新疆,2020,3128B,S3U3P2
999900001057,CF,CF2020011102674,9,304,,新疆,1920,2228A,S1U3P3
999900001057,CF,CF2020011108997,3,303,,非新疆,1920,2130B,S1U2P3
999900001057,CF,CF2020011106151,7,327,,新疆,1920,2127A,S2U2P1
999900001057,CF,CF2020011100820,1,310,,新疆,1920,2228A,S4U3P2
999900001058,CF,CF2020011103243,2,324,,非新疆,1920,1229B,S1U2P3
999900001058,CF,CF2020011103842,5,302,,新疆,2020,4128B,S3U4P2
999900001059,CF,CF2020011103555,7,332,,新疆,2020,3129A,S2U3P3
999900001059,CF,CF2020011108335,9,324,,新疆,2020,2228C,S2U3P3
999900001060,CF,CF2020011100290,4,334,,非新疆,2020,3127B,S4U4P2
999900001060,CF,CF2020011105933,4,328,,新疆,1920,3127B,S2U2P1
999900001060,CF,CF2020011101833,4,335,,新疆,1920,3128C,S3U2P1
999900001060,CF,CF2020011100752,5,310,,非新疆,1920,4131B,S1U2P3
999900001060,CF,CF2020011102263,6,330,,新疆,1920,2227A,S4U4P2
999900001060,CF,CF2020011106506,2,303,,非新疆,2020,3129C,S2U3P1
999900001060,CF,CF2020011107051,5,323,,新疆,2020,1129B,S3U2P3
999900001060,CF,CF2020011101415,6,311,,新疆,2020,1127B,S2U3P3
999900001060,CF,CF2020011108812,5,317,,非新疆,2020,3127C,S2U4P2
999900001061,CF,CF2020011108346,9,325,,新疆,1920,2129A,S2U2P1
999900001062,CF,CF2020011102862,2,313,,非新疆,1920,1129C,S3U3P3
999900001062,CF,CF2020011108100,4,330,,新疆,2020,1128C,S2U3P1
999900001062,CF,CF2020011107269,5,328,,新疆,1920,3130C,S1U3P3
999900001062,CF,CF2020011106928,3,330,,非新疆,1920,3132B,S3U3P1
999900001062,CF,CF2020011101554,8,306,,新疆,1920,2227B,S3U3P3
999900001062,CF,CF2020011105097,1,325,,非新疆,2020,1128C,S3U3P1
999900001062,CF,CF2020011102615,3,334,,新疆,2020,3129C,S2U3P3
999900001063,CF,CF2020011101491,1,314,,非新疆,1920,4132B,S4U3P1
999900001063,CF,CF2020011107409,3,323,,非新疆,1920,1128C,S2U2P2
999900001063,CF,CF2020011106998,8,323,,非新疆,2020,3129B,S2U4P2
999900001063,CF,CF2020011104936,2,335,,非新疆,2020,1128A,S3U3P2
999900001064,CF,CF2020011101909,9,322,,非新疆,2020,3132B,S1U2P2
999900001064,CF,CF2020011103991,9,309,,非新疆,2020,3127C,S4U3P2
999900001064,CF,CF2020011104335,9,310,,非新疆,1920,4131A,S3U2P2
999900001064,CF,CF2020011105119,3,324,,新疆,1920,3131B,S4U2P2
999900001064,CF,CF2020011108628,6,334,,非新疆,1920,2131B,S3U2P3
999900001064,CF,CF2020011102164,6,305,,非新疆,2020,1227C,S2U2P3
999900001064,CF,CF2020011102920,8,310,,新疆,1920,4128A,S3U2P2
999900001064,CF,CF2020011106159,3,330,,非新疆,1920,1129C,S1U3P3
999900001065,CF,CF2020011101798,9,303,,新疆,1920,3128A,S2U4P2
999900001066,CF,CF2020011106114,6,327,,非新疆,2020,3130A,S4U2P2
999900001067,CF,CF2020011104092,4,308,,非新疆,1920,2228A,S2U2P2
999900001067,CF,CF2020011104086,1,310,,新疆,2020,1131B,S3U2P2
999900001067,CF,CF2020011104300,3,333,,新疆,2020,2127B,S3U4P2
999900001067,CF,CF2020011109534,3,301,,非新疆,2020,1228C,S3U3P1
999900001068,CF,CF2020011109281,3,329,,新疆,2020,1228A,S3U2P2
999900001068,CF,CF2020011109401,8,307,,新疆,2020,1128C,S2U4P2
999900001068,CF,CF2020011100482,6,335,,新疆,1920,2131A,S3U3P2
999900001068,CF,CF2020011101477,6,317,,非新疆,1920,2128B,S1U3P3
999900001069,CF,CF2020011104570,2,322,,非新疆,2020,3132B,S4U4P2
999900001069,CF,CF2020011108972,1,317,,非新疆,1920,4130A,S2U2P3
999900001069,CF,CF2020011105077,9,308,,非新疆,2020,3129B,S2U3P1
999900001069,CF,CF2020011103488,7,327,,新疆,2020,4129A,S3U2P3
999900001069,CF,CF2020011107463,2,305,,非新疆,2020,3131A,S3U3P3
999900001069,CF,CF2020011108387,1,333,,新疆,2020,2128C,S4U3P1
999900001070,CF,CF2020011105542,8,320,,新疆,1920,3130C,S4U3P3
999900001070,CF,CF2020011106856,2,302,,非新疆,1920,2129B,S2U4P2
999900001070,CF,CF2020011105188,4,309,,新疆,2020,3132B,S2U2P2
999900001070,CF,CF2020011108965,5,325,,新疆,1920,3129C,S1U3P3
999900001071,CF,CF2020011103122,6,333,,非新疆,2020,3132B,S2U2P3
999900001071,CF,CF2020011104133,2,335,,新疆,2020,4127B,S4U3P1
999900001071,CF,CF2020011108971,3,323,,非新疆,2020,2228B,S1U3P2
999900001071,CF,CF2020011105119,3,324,,新疆,1920,3131B,S4U2P2
999900001072,CF,CF2020011103905,3,327,,新疆,1920,2128B,S3U3P2
999900001072,CF,CF2020011105525,8,328,,新疆,1920,1130A,S2U3P1
999900001073,CF,CF2020011101648,8,335,,非新疆,1920,2128B,S3U2P2
999900001073,CF,CF2020011100341,6,313,,新疆,2020,1230A,S4U2P2
999900001073,CF,CF2020011107978,5,330,,新疆,2020,3132B,S2U2P3
999900001073,CF,CF2020011104389,9,326,,非新疆,2020,1130B,S3U4P2
999900001073,CF,CF2020011104871,4,309,,非新疆,2020,4129A,S3U3P2
999900001073,CF,CF2020011108880,3,308,,新疆,2020,4130A,S2U2P2
999900001073,CF,CF2020011105427,8,319,,非新疆,2020,3129C,S4U3P2
999900001073,CF,CF2020011108517,5,304,,新疆,1920,2129A,S4U3P2
999900001073,CF,CF2020011102154,8,334,,新疆,2020,2229A,S2U3P2
999900001074,CF,CF2020011106710,4,317,,非新疆,2020,2130C,S2U3P3
999900001074,CF,CF2020011104232,6,313,,新疆,1920,3132B,S1U2P2
999900001074,CF,CF2020011109353,8,329,,非新疆,1920,3128A,S4U4P2
999900001074,CF,CF2020011102773,2,310,,非新疆,1920,2230B,S2U3P2
999900001074,CF,CF2020011109064,4,326,,新疆,1920,1230B,S4U3P3
999900001075,CF,CF2020011105374,1,313,,新疆,2020,2131A,S2U2P3
